Date,Aggregator,Market Real,Crop,Quantity Real,Price,Amount,State
2017-07-12,4008.0,8.0,17,96.0,18.0,1728.0,1.0
2017-07-13,4008.0,8.0,16,92.0,14.0,1288.0,1.0
2017-07-14,4008.0,8.0,16,65.0,18.0,1170.0,1.0
2017-07-15,4008.0,8.0,17,42.0,17.0,714.0,1.0
2017-07-23,4008.0,8.0,17,95.0,24.0,2280.0,1.0
2017-07-26,4008.0,8.0,16,86.0,16.0,1376.0,1.0
2017-08-06,4008.0,8.0,17,65.0,28.0,1820.0,1.0
2017-08-07,4008.0,8.0,17,44.0,28.0,1232.0,1.0
2017-01-31,4008.0,8.0,10,55.0,6.0,330.0,1.0
2017-02-26,4008.0,8.0,30,65.0,12.0,780.0,1.0
2017-03-20,4008.0,8.0,70,40.0,10.0,400.0,1.0
2017-04-02,4008.0,8.0,76,25.0,10.0,250.0,1.0
2017-04-05,4008.0,8.0,76,40.0,10.0,400.0,1.0
2017-04-18,4008.0,8.0,76,38.0,12.0,456.0,1.0
2017-04-22,4008.0,8.0,76,35.0,10.0,350.0,1.0
2017-06-22,4008.0,8.0,20,41.0,4.0,164.0,1.0
2017-06-22,4008.0,8.0,82,20.0,12.0,240.0,1.0
2017-06-23,4008.0,8.0,20,48.0,4.0,192.0,1.0
2017-06-24,4008.0,8.0,20,47.0,3.0,141.0,1.0
2017-06-24,4008.0,8.0,42,10.0,6.0,60.0,1.0
2017-06-26,4008.0,8.0,20,72.0,3.0,216.0,1.0
2017-06-26,4008.0,8.0,42,35.0,9.0,315.0,1.0
2017-06-27,4008.0,8.0,20,125.0,4.0,500.0,1.0
2017-06-27,4008.0,8.0,42,30.0,8.0,240.0,1.0
2017-06-29,4008.0,8.0,20,68.0,4.0,272.0,1.0
2017-06-29,4008.0,8.0,42,52.0,7.0,364.0,1.0
2017-06-30,4008.0,8.0,20,175.0,3.0,525.0,1.0
2017-06-30,4008.0,8.0,82,50.0,14.0,700.0,1.0
2017-07-02,4008.0,8.0,82,25.0,12.0,300.0,1.0
2017-07-02,4008.0,8.0,20,70.0,3.0,210.0,1.0
2017-07-02,4008.0,8.0,42,33.0,6.0,198.0,1.0
2017-07-03,4008.0,8.0,20,75.0,3.0,225.0,1.0
2017-07-04,4008.0,8.0,20,74.0,3.5,259.0,1.0
2017-07-08,4008.0,8.0,1,35.0,6.0,210.0,1.0
2017-07-08,4008.0,8.0,20,87.0,6.0,522.0,1.0
2017-07-09,4008.0,8.0,20,83.0,8.0,664.0,1.0
2017-07-09,4008.0,8.0,42,40.0,12.0,480.0,1.0
2017-07-12,4008.0,8.0,20,61.0,10.0,610.0,1.0
2017-07-12,4008.0,8.0,42,25.0,15.0,375.0,1.0
2017-07-14,4008.0,8.0,42,25.0,14.0,350.0,1.0
2017-07-14,4008.0,8.0,20,45.0,15.0,675.0,1.0
2017-07-15,4008.0,8.0,20,58.0,19.0,1102.0,1.0
2017-07-16,4008.0,8.0,20,55.0,20.0,1100.0,1.0
2017-07-18,4008.0,8.0,20,55.0,20.0,1100.0,1.0
2017-07-18,4008.0,8.0,42,35.0,20.0,700.0,1.0
2017-07-21,4008.0,8.0,20,67.0,16.0,1072.0,1.0
2017-07-21,4008.0,8.0,42,41.0,20.0,820.0,1.0
2017-07-22,4008.0,8.0,20,85.0,16.0,1360.0,1.0
2017-07-24,4008.0,8.0,20,65.0,8.0,520.0,1.0
2017-07-24,4008.0,8.0,42,105.0,16.0,1680.0,1.0
2017-07-23,4008.0,8.0,20,62.0,16.0,992.0,1.0
2017-07-25,4008.0,8.0,42,86.0,15.0,1290.0,1.0
2017-07-25,4008.0,8.0,20,72.0,5.0,360.0,1.0
2017-07-26,4008.0,8.0,42,96.0,14.0,1344.0,1.0
2017-07-26,4008.0,8.0,20,78.0,6.0,468.0,1.0
2017-07-27,4008.0,8.0,20,86.0,4.0,344.0,1.0
2017-07-28,4008.0,8.0,42,25.0,12.0,300.0,1.0
2017-07-28,4008.0,8.0,20,62.0,4.0,248.0,1.0
2017-07-29,4008.0,8.0,20,64.0,6.0,384.0,1.0
2017-07-30,4008.0,8.0,20,86.0,6.0,516.0,1.0
2017-07-30,4008.0,8.0,42,102.0,12.0,1224.0,1.0
2017-07-31,4008.0,8.0,20,85.0,5.0,425.0,1.0
2017-08-01,4008.0,8.0,20,80.0,6.0,480.0,1.0
2017-08-02,4008.0,8.0,20,84.0,6.0,504.0,1.0
2017-08-02,4008.0,8.0,42,45.0,12.0,540.0,1.0
2017-08-03,4008.0,8.0,20,78.0,3.0,234.0,1.0
2017-08-03,4008.0,8.0,5,25.0,24.0,600.0,1.0
2017-08-04,4008.0,8.0,20,84.0,4.0,336.0,1.0
2017-08-05,4008.0,8.0,20,68.0,4.0,272.0,1.0
2017-08-08,4008.0,8.0,20,75.0,5.0,375.0,1.0
2017-08-08,4008.0,8.0,42,52.0,9.0,468.0,1.0
2017-08-09,4008.0,8.0,20,65.0,5.0,325.0,1.0
2017-08-10,4008.0,8.0,20,80.0,5.0,400.0,1.0
2017-08-10,4008.0,8.0,42,40.0,10.0,400.0,1.0
2017-08-12,4008.0,8.0,20,60.0,8.0,480.0,1.0
2017-08-13,4008.0,8.0,20,45.0,8.0,360.0,1.0
2017-08-13,4008.0,8.0,42,50.0,15.0,750.0,1.0
2017-08-15,4008.0,8.0,20,60.0,9.0,540.0,1.0
2017-08-16,4008.0,8.0,20,55.0,8.0,440.0,1.0
2017-08-16,4008.0,8.0,42,40.0,8.0,320.0,1.0
2017-08-17,4008.0,8.0,20,48.0,8.0,384.0,1.0
2017-02-03,4008.0,8.0,30,60.0,12.0,720.0,1.0
2017-02-03,4008.0,8.0,2,70.0,7.0,490.0,1.0
2017-02-06,4008.0,8.0,58,72.0,8.0,576.0,1.0
2017-02-12,4008.0,8.0,58,70.0,10.0,700.0,1.0
2017-02-15,4008.0,8.0,4,85.0,5.0,425.0,1.0
2017-02-15,4008.0,8.0,58,70.0,10.0,700.0,1.0
2017-02-20,4008.0,8.0,30,70.0,12.0,840.0,1.0
2017-02-20,4008.0,8.0,10,40.0,8.0,320.0,1.0
2017-02-27,4008.0,8.0,30,60.0,12.0,720.0,1.0
2017-03-01,4008.0,8.0,30,30.0,18.0,540.0,1.0
2017-03-04,4008.0,8.0,30,40.0,18.0,720.0,1.0
2017-03-17,4008.0,8.0,2,90.0,4.0,360.0,1.0
2017-03-30,4008.0,8.0,14,305.0,24.0,7320.0,1.0
2017-03-31,4008.0,8.0,14,108.0,24.0,2592.0,1.0
2017-04-21,4008.0,8.0,35,85.0,9.0,765.0,1.0
2017-08-03,4008.0,8.0,5,45.0,24.0,1080.0,1.0
2017-08-19,4008.0,8.0,14,61.0,31.0,1891.0,1.0
2017-02-02,4008.0,8.0,4,113.0,4.0,452.0,1.0
2017-02-13,4008.0,8.0,30,40.0,10.0,400.0,1.0
2017-03-28,4008.0,8.0,76,20.0,10.0,200.0,1.0
2017-03-31,4008.0,8.0,2,85.0,1.0,85.0,1.0
2017-04-05,4008.0,8.0,17,10.0,40.0,400.0,1.0
2017-04-26,4008.0,8.0,17,60.0,15.0,900.0,1.0
2017-04-30,4008.0,8.0,17,40.0,18.0,720.0,1.0
2017-05-04,4008.0,8.0,17,75.0,16.0,1200.0,1.0
2017-05-05,4008.0,8.0,17,40.0,16.0,640.0,1.0
2017-05-12,4008.0,8.0,17,66.0,13.0,858.0,1.0
2017-06-05,4008.0,8.0,82,55.0,11.0,605.0,1.0
2017-06-05,4008.0,8.0,6,55.0,6.0,330.0,1.0
2017-06-08,4008.0,8.0,6,35.0,5.0,175.0,1.0
2017-06-08,4008.0,8.0,82,32.0,7.0,224.0,1.0
2017-06-10,4008.0,8.0,82,45.0,12.0,540.0,1.0
2017-06-12,4008.0,8.0,82,30.0,12.0,360.0,1.0
2017-06-12,4008.0,8.0,17,62.0,15.0,930.0,1.0
2017-06-14,4008.0,8.0,82,45.0,13.0,585.0,1.0
2017-06-14,4008.0,8.0,6,40.0,5.0,200.0,1.0
2017-06-16,4008.0,8.0,82,35.0,12.0,420.0,1.0
2017-06-16,4008.0,8.0,6,25.0,4.0,100.0,1.0
2017-06-19,4008.0,8.0,82,45.0,11.0,495.0,1.0
2017-06-21,4008.0,8.0,82,75.0,12.0,900.0,1.0
2017-06-21,4008.0,8.0,6,45.0,3.0,135.0,1.0
2017-06-24,4008.0,8.0,82,47.0,11.0,517.0,1.0
2017-06-25,4008.0,8.0,17,60.0,9.0,540.0,1.0
2017-06-26,4008.0,8.0,16,80.0,8.0,640.0,1.0
2017-06-26,4008.0,8.0,6,40.0,4.0,160.0,1.0
2017-06-27,4008.0,8.0,16,25.0,7.0,175.0,1.0
2017-06-27,4008.0,8.0,82,35.0,12.0,420.0,1.0
2017-06-28,4008.0,8.0,16,35.0,10.0,350.0,1.0
2017-06-28,4008.0,8.0,6,25.0,5.0,125.0,1.0
2017-07-01,4008.0,8.0,82,30.0,12.0,360.0,1.0
2017-07-01,4008.0,8.0,16,38.0,10.0,380.0,1.0
2017-07-03,4008.0,8.0,82,25.0,12.0,300.0,1.0
2017-07-03,4008.0,8.0,16,33.0,9.0,297.0,1.0
2017-07-05,4008.0,8.0,6,40.0,4.0,160.0,1.0
2017-07-05,4008.0,8.0,82,25.0,12.0,300.0,1.0
2017-07-10,4008.0,8.0,17,68.0,15.0,1020.0,1.0
2017-07-10,4008.0,8.0,16,85.0,12.0,1020.0,1.0
2017-07-13,4008.0,8.0,16,65.0,15.0,975.0,1.0
2017-07-14,4008.0,8.0,6,15.0,16.0,240.0,1.0
2017-07-14,4008.0,8.0,17,55.0,20.0,1100.0,1.0
2017-07-15,4008.0,8.0,16,45.0,20.0,900.0,1.0
2017-07-16,4008.0,8.0,16,56.0,20.0,1120.0,1.0
2017-07-17,4008.0,8.0,17,72.0,22.0,1584.0,1.0
2017-07-19,4008.0,8.0,16,45.0,22.0,990.0,1.0
2017-07-21,4008.0,8.0,17,65.0,20.0,1300.0,1.0
2017-07-24,4008.0,8.0,16,76.0,19.0,1444.0,1.0
2017-07-26,4008.0,8.0,16,42.0,16.0,672.0,1.0
2017-07-30,4008.0,8.0,17,80.0,20.0,1600.0,1.0
2017-08-03,4008.0,8.0,20,54.0,3.0,162.0,1.0
2017-08-03,4008.0,8.0,17,42.0,25.0,1050.0,1.0
2017-08-05,4008.0,8.0,20,40.0,4.0,160.0,1.0
2017-08-05,4008.0,8.0,17,30.0,26.0,780.0,1.0
2017-08-07,4008.0,8.0,17,54.0,26.0,1404.0,1.0
2017-08-09,4008.0,8.0,17,40.0,26.0,1040.0,1.0
2017-08-09,4008.0,8.0,20,48.0,5.0,240.0,1.0
2017-08-10,4008.0,8.0,17,52.0,25.0,1300.0,1.0
2017-08-10,4008.0,8.0,20,45.0,4.0,180.0,1.0
2017-08-11,4008.0,8.0,20,42.0,5.0,210.0,1.0
2017-08-14,4008.0,8.0,20,45.0,8.0,360.0,1.0
2017-08-16,4008.0,8.0,17,80.0,28.0,2240.0,1.0
2017-08-17,4008.0,8.0,2,80.0,15.0,1200.0,1.0
2017-08-18,4008.0,8.0,17,65.0,30.0,1950.0,1.0
2017-02-03,4008.0,8.0,4,20.0,4.0,80.0,1.0
2017-02-08,4008.0,8.0,30,40.0,14.0,560.0,1.0
2017-02-16,4008.0,8.0,30,110.0,10.0,1100.0,1.0
2017-02-18,4008.0,8.0,30,65.0,10.0,650.0,1.0
2017-02-18,4008.0,8.0,4,40.0,8.0,320.0,1.0
2017-02-23,4008.0,8.0,30,80.0,10.0,800.0,1.0
2017-02-28,4008.0,8.0,30,85.0,15.0,1275.0,1.0
2017-03-01,4008.0,8.0,30,30.0,18.0,540.0,1.0
2017-03-02,4008.0,8.0,30,78.0,16.0,1248.0,1.0
2017-03-03,4008.0,8.0,30,70.0,15.0,1050.0,1.0
2017-03-05,4008.0,8.0,30,65.0,18.0,1170.0,1.0
2017-03-07,4008.0,8.0,30,75.0,18.0,1350.0,1.0
2017-03-08,4008.0,8.0,30,70.0,15.0,1050.0,1.0
2017-03-11,4008.0,8.0,30,40.0,15.0,600.0,1.0
2017-04-28,4008.0,8.0,22,12.0,20.0,240.0,1.0
2017-06-01,4008.0,8.0,81,20.0,10.0,200.0,1.0
2017-06-24,4008.0,8.0,22,25.0,6.0,150.0,1.0
2017-06-25,4008.0,8.0,81,20.0,8.0,160.0,1.0
2017-06-25,4008.0,8.0,22,40.0,5.0,200.0,1.0
2017-07-04,4008.0,8.0,40,710.0,0.8,568.0,1.0
2017-07-08,4008.0,8.0,20,42.0,6.0,252.0,1.0
2017-07-08,4008.0,8.0,40,500.0,0.9,450.0,1.0
2017-07-10,4008.0,8.0,20,40.0,8.0,320.0,1.0
2017-07-10,4008.0,8.0,22,25.0,12.0,300.0,1.0
2017-07-14,4008.0,8.0,40,550.0,0.8,440.0,1.0
2017-07-14,4008.0,8.0,20,35.0,16.0,560.0,1.0
2017-07-17,4008.0,8.0,20,23.0,20.0,460.0,1.0
2017-07-19,4008.0,8.0,20,35.0,20.0,700.0,1.0
2017-07-21,4008.0,8.0,20,35.0,16.0,560.0,1.0
2017-07-25,4008.0,8.0,20,35.0,6.0,210.0,1.0
2017-07-31,4008.0,8.0,18,40.0,15.0,600.0,1.0
2017-07-31,4008.0,8.0,20,36.0,5.0,180.0,1.0
2017-08-01,4008.0,8.0,20,40.0,6.0,240.0,1.0
2017-08-03,4008.0,8.0,20,32.0,5.0,160.0,1.0
2017-08-09,4008.0,8.0,20,35.0,5.0,175.0,1.0
2017-08-09,4008.0,8.0,40,400.0,1.0,400.0,1.0
2017-08-13,4008.0,8.0,20,32.0,8.0,256.0,1.0
2017-08-16,4008.0,8.0,18,45.0,15.0,675.0,1.0
2017-02-04,4008.0,8.0,30,45.0,18.0,810.0,1.0
2017-02-09,4008.0,8.0,30,62.0,15.0,930.0,1.0
2017-02-11,4008.0,8.0,30,80.0,16.0,1280.0,1.0
2017-02-18,4008.0,8.0,30,75.0,10.0,750.0,1.0
2017-02-21,4008.0,8.0,30,60.0,12.0,720.0,1.0
2017-02-26,4008.0,8.0,30,40.0,12.0,480.0,1.0
2017-02-04,4008.0,8.0,2,60.0,8.0,480.0,1.0
2017-02-23,4008.0,8.0,69,110.0,10.0,1100.0,1.0
2017-02-26,4008.0,8.0,30,85.0,12.0,1020.0,1.0
2017-03-05,4008.0,8.0,2,85.0,10.0,850.0,1.0
2017-03-05,4008.0,8.0,30,60.0,18.0,1080.0,1.0
2017-03-07,4008.0,8.0,69,90.0,9.0,810.0,1.0
2017-03-07,4008.0,8.0,30,30.0,18.0,540.0,1.0
2017-03-07,4008.0,8.0,76,15.0,12.0,180.0,1.0
2017-03-09,4008.0,8.0,69,88.0,9.0,792.0,1.0
2017-03-11,4008.0,8.0,30,95.0,15.0,1425.0,1.0
2017-03-10,4008.0,8.0,69,75.0,10.0,750.0,1.0
2017-03-14,4008.0,8.0,2,85.0,4.0,340.0,1.0
2017-03-20,4008.0,8.0,69,95.0,3.0,285.0,1.0
2017-03-21,4008.0,8.0,69,125.0,3.0,375.0,1.0
2017-03-22,4008.0,8.0,76,30.0,10.0,300.0,1.0
2017-03-24,4008.0,8.0,76,30.0,10.0,300.0,1.0
2017-03-27,4008.0,8.0,76,38.0,10.0,380.0,1.0
2017-03-28,4008.0,8.0,69,60.0,2.0,120.0,1.0
2017-03-28,4008.0,8.0,76,40.0,10.0,400.0,1.0
2017-03-27,4008.0,8.0,5,20.0,20.0,400.0,1.0
2017-03-31,4008.0,8.0,76,38.0,10.0,380.0,1.0
2017-03-31,4008.0,8.0,69,110.0,3.0,330.0,1.0
2017-04-03,4008.0,8.0,69,63.0,4.0,252.0,1.0
2017-04-03,4008.0,8.0,76,38.0,10.0,380.0,1.0
2017-04-08,4008.0,8.0,69,95.0,5.0,475.0,1.0
2017-04-08,4008.0,8.0,70,40.0,12.0,480.0,1.0
2017-04-20,4008.0,8.0,76,38.0,12.0,456.0,1.0
2017-04-26,4008.0,8.0,76,35.0,12.0,420.0,1.0
2017-04-30,4008.0,8.0,70,35.0,14.0,490.0,1.0
2017-05-01,4008.0,8.0,76,35.0,12.0,420.0,1.0
2017-05-05,4008.0,8.0,76,30.0,15.0,450.0,1.0
2017-05-10,4008.0,8.0,16,20.0,15.0,300.0,1.0
2017-05-10,4008.0,8.0,82,20.0,12.0,240.0,1.0
2017-05-10,4008.0,8.0,6,46.0,9.0,414.0,1.0
2017-05-14,4008.0,8.0,82,30.0,8.0,240.0,1.0
2017-05-14,4008.0,8.0,1,30.0,6.0,180.0,1.0
2017-06-06,4008.0,8.0,82,26.0,11.0,286.0,1.0
2017-06-06,4008.0,8.0,77,10.0,80.0,800.0,1.0
2017-06-15,4008.0,8.0,40,400.0,1.0,400.0,1.0
2017-06-16,4008.0,8.0,2,56.0,16.0,896.0,1.0
2017-06-17,4008.0,8.0,40,400.0,0.8,320.0,1.0
2017-06-25,4008.0,8.0,40,200.0,1.0,200.0,1.0
2017-06-25,4008.0,8.0,82,20.0,10.0,200.0,1.0
2017-07-30,4008.0,8.0,18,65.0,12.0,780.0,1.0
2017-08-17,4008.0,8.0,18,80.0,25.0,2000.0,1.0
2017-08-17,4008.0,8.0,18,150.0,15.0,2250.0,1.0
2017-02-28,4008.0,8.0,30,90.0,15.0,1350.0,1.0
2017-03-03,4008.0,8.0,30,87.0,15.0,1305.0,1.0
2017-03-01,4008.0,8.0,30,55.0,18.0,990.0,1.0
2017-03-06,4008.0,8.0,30,57.0,16.0,912.0,1.0
2017-03-11,4008.0,8.0,30,20.0,15.0,300.0,1.0
2017-05-25,4008.0,8.0,22,30.0,4.0,120.0,1.0
2017-05-26,4008.0,8.0,22,20.0,5.0,100.0,1.0
2017-05-29,4008.0,8.0,22,25.0,5.0,125.0,1.0
2017-05-31,4008.0,8.0,22,30.0,6.0,180.0,1.0
2017-06-02,4008.0,8.0,22,30.0,5.0,150.0,1.0
2017-06-03,4008.0,8.0,22,30.0,5.0,150.0,1.0
2017-06-05,4008.0,8.0,22,30.0,5.0,150.0,1.0
2017-06-05,4008.0,8.0,81,35.0,8.0,280.0,1.0
2017-06-16,4008.0,8.0,22,25.0,6.0,150.0,1.0
2017-04-01,4008.0,8.0,17,10.0,35.0,350.0,1.0
2017-04-05,4008.0,8.0,17,20.0,40.0,800.0,1.0
2017-04-07,4008.0,8.0,17,30.0,40.0,1200.0,1.0
2017-04-16,4008.0,8.0,48,80.0,5.0,400.0,1.0
2017-04-16,4008.0,8.0,6,15.0,16.0,240.0,1.0
2017-04-19,4008.0,8.0,6,20.0,15.0,300.0,1.0
2017-04-18,4008.0,8.0,17,30.0,20.0,600.0,1.0
2017-04-20,4008.0,8.0,17,40.0,18.0,720.0,1.0
2017-04-25,4008.0,8.0,17,65.0,15.0,975.0,1.0
2017-04-25,4008.0,8.0,6,40.0,12.0,480.0,1.0
2017-04-25,4008.0,8.0,82,25.0,15.0,375.0,1.0
2017-04-27,4008.0,8.0,6,32.0,15.0,480.0,1.0
2017-04-27,4008.0,8.0,48,55.0,5.0,275.0,1.0
2017-04-28,4008.0,8.0,17,28.0,18.0,504.0,1.0
2017-04-29,4008.0,8.0,82,26.0,14.0,364.0,1.0
2017-04-29,4008.0,8.0,17,60.0,20.0,1200.0,1.0
2017-05-01,4008.0,8.0,6,40.0,14.0,560.0,1.0
2017-05-01,4008.0,8.0,48,65.0,5.0,325.0,1.0
2017-05-01,4008.0,8.0,82,33.0,13.0,429.0,1.0
2017-05-02,4008.0,8.0,9,45.0,12.0,540.0,1.0
2017-05-02,4008.0,8.0,48,66.0,6.0,396.0,1.0
2017-05-03,4008.0,8.0,82,35.0,15.0,525.0,1.0
2017-05-03,4008.0,8.0,6,39.0,15.0,585.0,1.0
2017-05-04,4008.0,8.0,82,37.0,14.0,518.0,1.0
2017-05-04,4008.0,8.0,6,34.0,15.0,510.0,1.0
2017-05-05,4008.0,8.0,48,58.0,6.0,348.0,1.0
2017-05-05,4008.0,8.0,9,35.0,12.0,420.0,1.0
2017-05-06,4008.0,8.0,82,40.0,15.0,600.0,1.0
2017-05-07,4008.0,8.0,6,75.0,10.0,750.0,1.0
2017-05-07,4008.0,8.0,16,40.0,20.0,800.0,1.0
2017-05-07,4008.0,8.0,82,60.0,14.0,840.0,1.0
2017-05-09,4008.0,8.0,82,70.0,12.0,840.0,1.0
2017-05-09,4008.0,8.0,6,90.0,8.0,720.0,1.0
2017-05-09,4008.0,8.0,16,50.0,15.0,750.0,1.0
2017-05-10,4008.0,8.0,6,70.0,8.0,560.0,1.0
2017-05-10,4008.0,8.0,9,80.0,9.0,720.0,1.0
2017-05-11,4008.0,8.0,6,60.0,9.0,540.0,1.0
2017-05-12,4008.0,8.0,6,85.0,8.0,680.0,1.0
2017-05-12,4008.0,8.0,82,58.0,10.0,580.0,1.0
2017-05-13,4008.0,8.0,6,125.0,6.0,750.0,1.0
2017-05-13,4008.0,8.0,82,65.0,8.0,520.0,1.0
2017-05-13,4008.0,8.0,16,55.0,14.0,770.0,1.0
2017-05-14,4008.0,8.0,6,80.0,5.0,400.0,1.0
2017-05-14,4008.0,8.0,82,40.0,7.0,280.0,1.0
2017-05-15,4008.0,8.0,6,60.0,6.0,360.0,1.0
2017-05-15,4008.0,8.0,82,41.0,7.0,287.0,1.0
2017-05-18,4008.0,8.0,6,125.0,6.0,750.0,1.0
2017-05-18,4008.0,8.0,82,75.0,6.0,450.0,1.0
2017-05-18,4008.0,8.0,16,68.0,11.0,748.0,1.0
2017-05-24,4008.0,8.0,6,120.0,6.0,720.0,1.0
2017-05-26,4008.0,8.0,82,65.0,10.0,650.0,1.0
2017-05-26,4008.0,8.0,6,90.0,5.0,450.0,1.0
2017-05-27,4008.0,8.0,82,60.0,12.0,720.0,1.0
2017-05-27,4008.0,8.0,6,112.0,4.0,448.0,1.0
2017-05-27,4008.0,8.0,16,57.0,10.0,570.0,1.0
2017-05-28,4008.0,8.0,6,80.0,5.0,400.0,1.0
2017-05-29,4008.0,8.0,6,56.0,6.0,336.0,1.0
2017-05-29,4008.0,8.0,82,68.0,11.0,748.0,1.0
2017-05-30,4008.0,8.0,6,65.0,7.0,455.0,1.0
2017-05-30,4008.0,8.0,9,50.0,9.0,450.0,1.0
2017-05-31,4008.0,8.0,9,55.0,12.0,660.0,1.0
2017-05-31,4008.0,8.0,82,48.0,14.0,672.0,1.0
2017-06-01,4008.0,8.0,6,125.0,5.0,625.0,1.0
2017-06-01,4008.0,8.0,82,60.0,12.0,720.0,1.0
2017-06-01,4008.0,8.0,16,73.0,9.0,657.0,1.0
2017-06-02,4008.0,8.0,6,125.0,3.0,375.0,1.0
2017-06-04,4008.0,8.0,82,60.0,10.0,600.0,1.0
2017-06-04,4008.0,8.0,6,85.0,6.0,510.0,1.0
2017-06-05,4008.0,8.0,6,105.0,7.0,735.0,1.0
2017-06-06,4008.0,8.0,6,65.0,7.0,455.0,1.0
2017-06-06,4008.0,8.0,82,82.0,9.0,738.0,1.0
2017-06-07,4008.0,8.0,6,80.0,5.0,400.0,1.0
2017-06-07,4008.0,8.0,82,40.0,8.0,320.0,1.0
2017-06-08,4008.0,8.0,6,54.0,4.0,216.0,1.0
2017-06-10,4008.0,8.0,17,87.0,11.0,957.0,1.0
2017-06-10,4008.0,8.0,6,58.0,4.0,232.0,1.0
2017-06-10,4008.0,8.0,82,35.0,11.0,385.0,1.0
2017-06-11,4008.0,8.0,82,82.0,12.0,984.0,1.0
2017-06-11,4008.0,8.0,6,122.0,4.0,488.0,1.0
2017-06-12,4008.0,8.0,9,50.0,12.0,600.0,1.0
2017-06-13,4008.0,8.0,82,25.0,13.0,325.0,1.0
2017-06-13,4008.0,8.0,9,18.0,12.0,216.0,1.0
2017-06-15,4008.0,8.0,6,96.0,4.0,384.0,1.0
2017-06-15,4008.0,8.0,82,61.0,12.0,732.0,1.0
2017-06-15,4008.0,8.0,16,42.0,11.0,462.0,1.0
2017-06-19,4008.0,8.0,16,55.0,7.0,385.0,1.0
2017-06-21,4008.0,8.0,9,47.0,13.0,611.0,1.0
2017-06-25,4008.0,8.0,82,45.0,10.0,450.0,1.0
2017-06-25,4008.0,8.0,17,90.0,10.0,900.0,1.0
2017-06-25,4008.0,8.0,16,78.0,10.0,780.0,1.0
2017-06-26,4008.0,8.0,20,32.0,4.0,128.0,1.0
2017-06-26,4008.0,8.0,9,30.0,15.0,450.0,1.0
2017-06-28,4008.0,8.0,82,32.0,10.0,320.0,1.0
2017-06-28,4008.0,8.0,9,20.0,20.0,400.0,1.0
2017-06-28,4008.0,8.0,16,25.0,10.0,250.0,1.0
2017-06-30,4008.0,8.0,82,42.0,12.0,504.0,1.0
2017-06-30,4008.0,8.0,17,72.0,9.0,648.0,1.0
2017-07-01,4008.0,8.0,9,20.0,20.0,400.0,1.0
2017-07-01,4008.0,8.0,82,42.0,14.0,588.0,1.0
2017-07-01,4008.0,8.0,6,45.0,4.0,180.0,1.0
2017-07-02,4008.0,8.0,9,30.0,20.0,600.0,1.0
2017-07-02,4008.0,8.0,17,52.0,10.0,520.0,1.0
2017-07-03,4008.0,8.0,9,30.0,15.0,450.0,1.0
2017-07-03,4008.0,8.0,20,40.0,4.0,160.0,1.0
2017-07-04,4008.0,8.0,82,49.0,13.0,637.0,1.0
2017-07-04,4008.0,8.0,9,35.0,15.0,525.0,1.0
2017-07-05,4008.0,8.0,9,40.0,15.0,600.0,1.0
2017-07-05,4008.0,8.0,20,48.0,3.0,144.0,1.0
2017-07-07,4008.0,8.0,82,22.0,12.0,264.0,1.0
2017-07-07,4008.0,8.0,20,64.0,5.0,320.0,1.0
2017-07-08,4008.0,8.0,17,100.0,10.0,1000.0,1.0
2017-07-10,4008.0,8.0,17,85.0,15.0,1275.0,1.0
2017-07-10,4008.0,8.0,82,35.0,14.0,490.0,1.0
2017-07-13,4008.0,8.0,17,75.0,20.0,1500.0,1.0
2017-07-13,4008.0,8.0,20,32.0,15.0,480.0,1.0
2017-07-14,4008.0,8.0,17,60.0,20.0,1200.0,1.0
2017-07-14,4008.0,8.0,82,15.0,25.0,375.0,1.0
2017-07-15,4008.0,8.0,20,42.0,18.0,756.0,1.0
2017-07-15,4008.0,8.0,16,68.0,20.0,1360.0,1.0
2017-07-16,4008.0,8.0,20,35.0,20.0,700.0,1.0
2017-07-16,4008.0,8.0,16,62.0,20.0,1240.0,1.0
2017-07-18,4008.0,8.0,16,55.0,22.0,1210.0,1.0
2017-07-18,4008.0,8.0,17,63.0,25.0,1575.0,1.0
2017-07-20,4008.0,8.0,17,62.0,22.0,1364.0,1.0
2017-07-22,4008.0,8.0,16,52.0,22.0,1144.0,1.0
2017-07-22,4008.0,8.0,20,65.0,15.0,975.0,1.0
2017-07-24,4008.0,8.0,17,45.0,18.0,810.0,1.0
2017-07-23,4008.0,8.0,16,54.0,21.0,1134.0,1.0
2017-07-25,4008.0,8.0,20,72.0,6.0,432.0,1.0
2017-07-25,4008.0,8.0,17,58.0,15.0,870.0,1.0
2017-07-26,4008.0,8.0,16,84.0,16.0,1344.0,1.0
2017-07-27,4008.0,8.0,20,74.0,4.0,296.0,1.0
2017-07-27,4008.0,8.0,17,67.0,18.0,1206.0,1.0
2017-07-28,4008.0,8.0,16,54.0,19.0,1026.0,1.0
2017-07-30,4008.0,8.0,82,25.0,26.0,650.0,1.0
2017-07-30,4008.0,8.0,20,85.0,5.0,425.0,1.0
2017-07-31,4008.0,8.0,20,75.0,5.0,375.0,1.0
2017-07-31,4008.0,8.0,17,45.0,20.0,900.0,1.0
2017-08-01,4008.0,8.0,18,35.0,12.0,420.0,1.0
2017-08-01,4008.0,8.0,82,26.0,30.0,780.0,1.0
2017-08-02,4008.0,8.0,20,62.0,7.0,434.0,1.0
