Date,Market Real,Crop,Deviation
7/24/2017,30,22,0.690065559
8/11/2017,30,20,0.690065559
4/26/2017,30,82,0.690065559
7/11/2017,28,22,0.690065559
7/19/2017,28,22,0.690065559
6/30/2017,8,16,0.688737232
3/11/2017,8,30,0.688737232
3/31/2017,22,48,0.688446318
11/21/2016,3,2,0.68757284
3/30/2017,14,38,0.687551651
3/6/2017,8,30,0.687551651
8/4/2017,9,20,0.687551651
6/21/2017,30,22,0.687551651
11/18/2016,1,2,0.687551651
4/7/2017,22,6,0.683130051
6/5/2017,22,1,0.682525341
6/9/2017,22,1,0.680987951
10/28/2016,12,2,0.680073525
8/10/2017,9,20,0.67936622
6/8/2017,22,20,0.67936622
5/22/2017,22,1,0.678620893
12/27/2016,3,4,0.677881855
6/8/2017,22,1,0.677854089
3/8/2017,4,6,0.674948558
6/3/2017,30,22,0.674948558
3/26/2016,1,2,0.674433919
5/26/2017,22,1,0.674244216
4/20/2017,3,17,0.674199862
5/16/2017,8,82,0.674199862
6/10/2017,4,6,0.672592709
3/25/2017,22,21,0.672592709
1/9/2017,3,4,0.672592709
6/28/2017,22,6,0.671517038
7/3/2017,22,6,0.671387481
6/29/2017,22,22,0.671188067
12/30/2016,3,3,0.670820393
1/3/2017,3,58,0.670820393
7/6/2017,9,16,0.670820393
6/20/2017,30,22,0.668557923
12/6/2016,1,2,0.668557923
8/3/2017,8,20,0.668557923
6/10/2017,22,1,0.667744227
11/20/2016,8,5,0.666666667
4/21/2017,22,22,0.666666667
5/4/2017,3,21,0.666125321
6/19/2017,14,38,0.665502317
5/7/2017,22,6,0.665062172
4/20/2017,22,6,0.664580068
6/19/2017,22,22,0.664580068
4/28/2017,22,21,0.664580068
5/21/2017,4,2,0.664580068
11/26/2016,4,2,0.664580068
12/27/2016,22,4,0.664580068
3/27/2017,22,6,0.664580068
5/16/2017,3,17,0.664580068
5/8/2017,22,6,0.664557017
8/2/2016,4,17,0.664211164
3/19/2017,22,21,0.662216143
3/2/2017,22,30,0.661437828
11/25/2016,12,4,0.661437828
8/20/2017,22,22,0.661306699
7/23/2017,60,22,0.660225292
3/31/2017,22,6,0.65971757
12/2/2016,4,3,0.65748891
8/2/2017,22,33,0.65748891
2/10/2017,4,21,0.655686085
5/6/2017,22,6,0.655262101
5/2/2017,14,38,0.655072257
4/14/2017,22,6,0.654653671
3/30/2017,22,48,0.651920241
6/14/2017,30,22,0.651338947
6/3/2017,9,22,0.651338947
8/8/2017,56,6,0.651338947
8/7/2017,16,2,0.651338947
8/9/2017,56,6,0.651338947
6/5/2017,4,6,0.651024833
6/25/2017,22,22,0.651006547
6/28/2017,22,22,0.648885685
11/5/2016,12,2,0.646761667
6/20/2017,22,1,0.646706399
10/29/2016,8,5,0.646669791
6/9/2017,30,22,0.646669791
11/24/2016,1,4,0.646609193
5/21/2017,22,48,0.645497224
1/2/2017,3,3,0.645497224
8/4/2017,4,33,0.645497224
2/15/2017,22,4,0.643187746
7/3/2017,22,22,0.643148195
7/5/2017,22,22,0.641798069
3/9/2017,8,30,0.640869944
6/24/2017,8,16,0.640869944
7/2/2017,8,20,0.640869944
7/26/2017,9,20,0.640869944
6/6/2017,8,6,0.640869944
1/17/2017,22,21,0.640869944
3/31/2017,3,9,0.640869944
7/19/2017,56,6,0.640512615
7/10/2017,30,22,0.639940473
7/24/2017,56,6,0.639602149
3/26/2017,22,21,0.637173119
7/2/2017,22,6,0.636794717
7/8/2017,8,17,0.635933774
7/10/2017,8,16,0.632455532
6/27/2017,8,82,0.632455532
8/12/2016,4,17,0.632455532
5/6/2017,22,20,0.632455532
3/8/2017,22,21,0.632455532
7/26/2017,8,20,0.632455532
6/9/2017,30,20,0.632455532
3/24/2017,22,6,0.632455532
6/8/2017,30,20,0.632455532
8/14/2017,30,20,0.632455532
6/25/2017,1,17,0.632455532
6/16/2017,8,6,0.632455532
1/13/2017,22,4,0.632455532
8/17/2017,30,22,0.632455532
6/28/2017,9,22,0.632455532
11/12/2016,3,2,0.632455532
6/14/2017,8,16,0.632455532
8/10/2017,22,6,0.631582979
2/28/2017,22,21,0.631582979
5/10/2017,22,6,0.631182868
11/29/2016,1,4,0.630531081
5/19/2017,22,6,0.62934206
4/9/2017,22,27,0.62915287
2/10/2016,1,2,0.62915287
7/26/2017,4,33,0.62915287
5/7/2017,22,17,0.62915287
1/7/2017,4,10,0.62915287
7/20/2017,22,33,0.62915287
8/15/2017,22,6,0.628600739
3/27/2017,22,21,0.628206063
11/30/2016,1,4,0.626783171
3/28/2017,22,21,0.624679405
2/24/2017,22,21,0.623927651
4/4/2017,4,6,0.62249498
7/7/2017,4,49,0.618438895
2/17/2017,4,21,0.618177044
2/25/2017,22,30,0.618016541
3/29/2017,22,21,0.618016541
3/2/2017,22,21,0.617685962
6/1/2017,30,22,0.6172134
7/16/2017,4,2,0.615727926
7/28/2017,56,6,0.615698763
2/13/2017,22,21,0.614636297
8/14/2017,4,22,0.612588174
2/4/2017,4,65,0.612372436
11/12/2016,3,8,0.612372436
6/24/2017,22,46,0.612372436
6/26/2017,9,17,0.612372436
12/25/2016,12,4,0.610513941
4/13/2017,22,21,0.610513941
4/2/2017,4,21,0.609937546
6/28/2017,22,1,0.608784351
3/9/2017,22,21,0.607715544
5/22/2017,22,20,0.607492896
4/24/2017,22,22,0.607492896
6/4/2017,22,20,0.606339063
5/26/2017,4,6,0.605530071
9/11/2016,3,5,0.603022689
8/12/2017,56,6,0.603022689
8/15/2017,30,20,0.603022689
8/1/2017,9,20,0.600925213
5/22/2017,30,22,0.600925213
1/2/2017,3,58,0.600925213
1/19/2017,22,4,0.600925213
7/17/2017,22,33,0.600347122
3/8/2017,8,30,0.59914469
5/30/2017,8,82,0.59914469
2/23/2017,22,21,0.59726472
6/17/2017,22,6,0.596670588
2/18/2017,22,21,0.592275708
12/25/2016,3,3,0.591607978
6/18/2017,22,6,0.584856094
3/27/2017,4,6,0.584522597
5/13/2017,22,6,0.583972439
2/18/2017,22,4,0.582250076
7/28/2017,22,22,0.581399355
7/17/2017,30,42,0.577350269
10/21/2016,1,5,0.577350269
7/25/2017,30,16,0.577350269
7/19/2017,28,20,0.577350269
8/19/2017,8,1,0.577350269
8/4/2017,23,17,0.577350269
5/31/2017,9,17,0.577350269
5/11/2017,7,17,0.577350269
4/7/2017,1,20,0.577350269
8/4/2017,7,2,0.577350269
7/23/2017,28,42,0.577350269
9/17/2016,1,17,0.577350269
7/22/2017,30,50,0.577350269
1/27/2017,1,5,0.577350269
5/21/2016,12,37,0.577350269
8/14/2017,9,5,0.577350269
6/18/2016,1,21,0.577350269
6/8/2017,67,17,0.577350269
7/22/2017,28,18,0.577350269
7/27/2017,9,5,0.577350269
12/2/2016,3,63,0.577350269
7/24/2017,3,37,0.577350269
6/2/2017,57,17,0.577350269
11/4/2016,8,4,0.577350269
3/29/2017,28,35,0.577350269
3/6/2016,1,30,0.577350269
8/1/2017,3,50,0.577350269
7/23/2017,57,17,0.577350269
10/24/2016,1,5,0.577350269
11/15/2016,1,5,0.577350269
8/15/2017,7,17,0.577350269
7/23/2017,30,18,0.577350269
6/10/2017,7,17,0.577350269
7/19/2017,28,16,0.577350269
11/3/2016,17,3,0.577350269
7/9/2016,7,6,0.577350269
6/25/2017,9,43,0.577350269
8/10/2017,28,20,0.577350269
4/13/2017,22,9,0.577350269
3/18/2016,1,2,0.577350269
6/24/2017,9,16,0.577350269
5/29/2017,8,20,0.577350269
8/9/2017,30,85,0.577350269
7/7/2017,9,7,0.577350269
8/11/2017,9,1,0.577350269
4/27/2017,30,21,0.577350269
8/14/2017,28,20,0.577350269
5/26/2017,8,1,0.577350269
7/26/2017,28,20,0.577350269
1/3/2017,22,21,0.577350269
4/22/2017,8,35,0.577350269
5/26/2017,3,9,0.577350269
5/29/2017,30,2,0.577350269
7/23/2017,8,18,0.577350269
6/24/2017,1,17,0.577350269
7/9/2017,57,17,0.577350269
1/9/2017,4,21,0.577350269
1/16/2017,4,10,0.577350269
3/19/2017,29,27,0.577350269
5/1/2017,4,21,0.577350269
4/15/2017,3,21,0.577350269
7/12/2017,68,79,0.577350269
7/6/2017,4,18,0.577350269
4/21/2017,8,17,0.577350269
6/21/2017,9,43,0.577350269
12/15/2016,3,8,0.577350269
3/12/2017,12,37,0.577350269
3/9/2017,3,4,0.577350269
11/14/2016,3,9,0.577350269
3/2/2017,22,32,0.577350269
7/9/2017,22,46,0.577350269
7/19/2017,60,1,0.577350269
5/20/2017,8,16,0.577350269
6/18/2017,12,38,0.577350269
6/29/2017,8,20,0.577350269
7/28/2017,30,7,0.577350269
6/9/2017,8,1,0.577350269
6/9/2017,7,17,0.577350269
3/12/2017,7,30,0.577350269
5/19/2016,3,6,0.577350269
6/9/2017,3,6,0.577350269
6/24/2017,7,16,0.577350269
10/20/2016,1,14,0.577350269
3/1/2017,12,37,0.577350269
12/19/2016,1,5,0.577350269
7/11/2017,63,2,0.577350269
3/20/2017,9,4,0.577350269
8/2/2017,1,20,0.577350269
7/27/2017,7,2,0.577350269
12/21/2015,3,2,0.577350269
7/12/2017,30,48,0.577350269
1/10/2017,3,2,0.577350269
7/31/2017,3,20,0.577350269
3/31/2016,1,35,0.577350269
3/29/2017,3,77,0.577350269
4/4/2017,3,6,0.577350269
8/6/2017,9,50,0.577350269
7/30/2017,15,22,0.577350269
2/24/2017,4,70,0.577350269
5/27/2017,9,16,0.577350269
6/18/2017,30,20,0.577350269
7/26/2017,63,20,0.577350269
6/19/2017,29,20,0.577350269
7/7/2017,4,18,0.577350269
6/4/2016,1,43,0.577350269
6/19/2017,30,7,0.577350269
7/27/2017,1,22,0.577350269
8/11/2017,4,46,0.577350269
3/30/2017,7,4,0.577350269
8/11/2017,8,18,0.577350269
1/11/2016,8,2,0.577350269
7/15/2017,30,2,0.577350269
5/27/2017,23,82,0.577350269
8/16/2017,8,42,0.577350269
8/14/2017,1,46,0.577350269
7/3/2017,3,16,0.577350269
2/25/2017,22,32,0.577350269
7/3/2017,30,20,0.577350269
4/4/2017,22,2,0.577350269
7/28/2017,30,42,0.577350269
4/9/2017,3,9,0.577350269
8/3/2017,8,2,0.577350269
5/7/2017,9,82,0.577350269
5/4/2017,4,82,0.577350269
2/25/2017,7,30,0.577350269
4/26/2017,8,17,0.577350269
4/8/2017,29,48,0.577350269
2/9/2017,3,2,0.577350269
2/5/2017,22,4,0.577350269
6/19/2017,1,17,0.577350269
4/24/2017,1,20,0.577350269
3/2/2016,1,2,0.577350269
6/26/2017,57,16,0.577350269
7/7/2017,1,17,0.577350269
8/6/2017,22,46,0.577350269
2/14/2017,23,4,0.577350269
6/12/2017,9,22,0.577350269
3/25/2017,30,48,0.577350269
4/13/2017,1,21,0.577350269
4/23/2017,8,21,0.577350269
12/1/2016,3,8,0.577350269
9/6/2016,4,2,0.577350269
5/6/2017,30,48,0.577350269
3/1/2016,1,2,0.577350269
3/12/2017,4,30,0.577350269
7/23/2017,1,6,0.577350269
2/20/2017,15,37,0.577350269
5/26/2017,8,22,0.577350269
4/12/2017,7,5,0.577350269
6/26/2017,9,82,0.577350269
4/12/2017,7,35,0.577350269
2/16/2017,3,30,0.577350269
7/27/2017,30,2,0.577350269
2/28/2017,3,4,0.577350269
8/14/2017,3,42,0.577350269
5/2/2017,8,22,0.577350269
5/11/2017,30,21,0.577350269
5/12/2017,1,6,0.577350269
2/17/2017,15,37,0.577350269
2/27/2017,15,37,0.577350269
5/10/2017,30,20,0.577350269
6/27/2017,7,2,0.577350269
6/18/2017,22,46,0.577350269
6/30/2017,1,17,0.577350269
10/2/2016,1,50,0.577350269
6/27/2017,7,16,0.577350269
3/15/2017,28,2,0.577350269
5/28/2017,3,6,0.577350269
8/3/2017,8,22,0.577350269
7/27/2017,28,20,0.577350269
6/18/2017,22,50,0.577350269
4/7/2017,8,35,0.577350269
7/18/2017,8,7,0.577350269
8/13/2017,28,22,0.577350269
6/25/2017,3,16,0.577350269
6/11/2017,30,16,0.577350269
6/22/2016,3,17,0.577350269
3/29/2017,9,2,0.577350269
6/19/2017,8,22,0.577350269
4/2/2017,9,2,0.577350269
6/21/2016,3,17,0.577350269
3/15/2017,28,21,0.577350269
2/22/2017,3,37,0.577350269
7/7/2017,8,2,0.577350269
3/9/2017,1,30,0.577350269
5/18/2017,8,16,0.577350269
1/8/2017,5,3,0.577350269
7/2/2017,28,20,0.577350269
4/28/2017,12,38,0.577350269
7/26/2017,4,6,0.577350269
7/26/2017,3,82,0.577350269
6/10/2016,3,17,0.577350269
4/6/2017,3,9,0.577350269
3/4/2017,3,4,0.577350269
3/8/2017,1,10,0.577350269
7/31/2017,63,20,0.577350269
2/17/2017,4,30,0.577350269
5/31/2017,9,21,0.577350269
6/5/2017,30,16,0.577350269
2/18/2017,1,2,0.577350269
7/23/2017,14,46,0.577350269
7/2/2017,22,46,0.577350269
7/5/2017,3,2,0.577350269
4/6/2017,3,37,0.577350269
8/19/2016,3,2,0.577350269
7/4/2017,64,6,0.577350269
7/29/2017,28,20,0.577350269
7/9/2017,7,22,0.577350269
7/18/2017,7,2,0.577350269
11/7/2016,3,23,0.577350269
4/17/2017,8,22,0.577350269
7/8/2017,28,22,0.577350269
7/10/2017,30,2,0.577350269
2/18/2017,23,30,0.577350269
7/13/2017,28,20,0.577350269
8/3/2017,22,46,0.577350269
4/1/2017,3,48,0.577350269
1/7/2017,2,3,0.577350269
7/16/2017,15,22,0.577350269
6/30/2016,3,17,0.577350269
4/29/2017,8,82,0.577350269
7/26/2017,7,17,0.577350269
11/9/2016,3,8,0.577350269
3/8/2017,12,4,0.577350269
7/25/2017,8,18,0.577350269
8/3/2017,28,2,0.577350269
6/6/2017,8,21,0.577350269
6/1/2017,9,50,0.577350269
5/15/2017,7,16,0.577350269
2/17/2017,3,2,0.577350269
1/20/2017,1,4,0.577350269
5/16/2017,15,37,0.577350269
4/25/2017,30,21,0.577350269
12/10/2016,17,3,0.577350269
5/31/2017,30,2,0.577350269
8/12/2017,30,50,0.577350269
6/1/2017,57,16,0.577350269
2/5/2017,1,3,0.577350269
7/29/2017,9,50,0.577350269
5/4/2017,30,21,0.577350269
8/17/2017,4,46,0.577350269
4/17/2017,8,21,0.577350269
6/5/2017,7,6,0.577350269
5/31/2017,7,16,0.577350269
2/12/2017,15,37,0.577350269
4/5/2017,3,21,0.577350269
12/9/2016,4,3,0.577350269
7/11/2017,7,17,0.577350269
3/25/2016,12,37,0.577350269
6/2/2017,15,37,0.577350269
6/2/2017,15,38,0.577350269
8/18/2016,3,2,0.577350269
3/25/2017,1,21,0.577350269
10/24/2016,1,2,0.577350269
6/16/2016,3,17,0.577350269
3/6/2017,23,30,0.577350269
7/11/2017,22,7,0.577350269
5/5/2017,8,6,0.577350269
6/2/2017,30,16,0.577350269
4/30/2017,22,22,0.577350269
12/27/2015,8,2,0.577350269
2/18/2017,15,37,0.577350269
4/21/2017,4,82,0.577350269
3/7/2017,1,2,0.577350269
3/7/2017,1,30,0.577350269
4/19/2017,9,35,0.577350269
2/10/2017,23,4,0.577350269
2/18/2017,7,30,0.577350269
7/31/2017,28,2,0.577350269
7/28/2017,4,46,0.577350269
4/20/2017,8,35,0.577350269
6/27/2017,57,17,0.577350269
6/3/2017,8,21,0.577350269
8/7/2017,9,22,0.577350269
6/28/2017,4,7,0.577350269
1/3/2016,1,2,0.577350269
6/3/2017,8,20,0.577350269
3/3/2017,9,4,0.577350269
5/18/2017,7,82,0.577350269
6/28/2017,1,6,0.577350269
3/12/2017,4,3,0.577350269
7/3/2017,28,22,0.577350269
2/27/2017,22,32,0.577350269
3/29/2017,28,21,0.577350269
4/10/2017,22,27,0.577350269
2/27/2017,7,4,0.577350269
3/21/2017,30,27,0.577350269
7/6/2017,22,24,0.577350269
3/22/2017,1,4,0.577350269
2/9/2017,7,4,0.577350269
7/5/2017,7,17,0.577350269
4/3/2017,28,21,0.577350269
3/23/2017,22,48,0.577350269
8/15/2017,9,16,0.577350269
5/3/2017,3,9,0.577350269
3/27/2017,28,48,0.577350269
8/4/2017,3,20,0.577350269
2/24/2017,1,2,0.577350269
2/5/2016,1,2,0.577350269
3/24/2017,15,37,0.577350269
8/6/2017,9,1,0.577350269
10/4/2016,17,5,0.577350269
5/28/2017,8,1,0.577350269
4/4/2017,30,48,0.577350269
2/27/2017,9,4,0.577350269
3/25/2017,22,48,0.577350269
12/22/2016,18,2,0.577350269
3/25/2017,8,21,0.577350269
3/14/2017,3,2,0.577350269
8/7/2017,30,2,0.577350269
4/11/2017,3,9,0.577350269
8/13/2017,28,20,0.577350269
6/13/2017,8,21,0.577350269
3/28/2017,30,48,0.577350269
7/11/2017,64,6,0.577350269
8/20/2017,4,46,0.577350269
1/8/2017,3,58,0.577350269
2/3/2017,7,4,0.577350269
7/22/2017,8,18,0.577350269
5/17/2017,15,37,0.577350269
4/18/2017,30,21,0.577350269
3/28/2017,7,5,0.577350269
6/25/2017,9,16,0.577350269
6/2/2017,9,6,0.577350269
7/25/2017,3,82,0.577350269
5/8/2017,22,17,0.577350269
7/29/2017,8,44,0.577350269
7/13/2017,8,22,0.577350269
12/11/2015,1,9,0.577350269
7/4/2017,22,33,0.577350269
8/9/2017,3,20,0.577350269
7/26/2017,3,20,0.577350269
7/1/2017,7,17,0.577350269
4/24/2017,15,38,0.577350269
5/8/2017,8,1,0.577350269
4/7/2017,28,82,0.577350269
2/7/2017,4,70,0.577350269
7/13/2017,7,17,0.577350269
7/8/2017,22,33,0.577350269
5/5/2017,9,9,0.577350269
6/2/2017,30,2,0.577350269
11/28/2016,3,5,0.577350269
4/8/2017,3,9,0.577350269
5/9/2017,4,82,0.577350269
7/27/2017,1,6,0.577350269
1/2/2017,3,4,0.577350269
3/22/2017,22,9,0.577350269
5/25/2017,22,48,0.577350269
4/23/2017,12,21,0.577350269
3/22/2017,3,9,0.577350269
6/19/2017,57,17,0.577350269
3/23/2017,9,21,0.577350269
3/5/2017,9,2,0.577350269
7/6/2017,29,22,0.577350269
7/1/2017,1,6,0.577350269
2/11/2017,7,4,0.577350269
11/27/2016,1,5,0.577350269
3/5/2017,22,27,0.577350269
7/17/2017,30,20,0.577350269
4/11/2017,22,27,0.577350269
8/4/2017,28,20,0.577350269
7/8/2017,4,48,0.577350269
2/26/2017,1,2,0.577350269
5/27/2017,8,22,0.577350269
5/17/2017,9,16,0.577350269
4/23/2017,30,21,0.577350269
6/3/2017,30,16,0.577350269
6/26/2017,57,17,0.577350269
12/27/2016,3,58,0.577350269
8/9/2017,1,17,0.577350269
6/15/2017,22,50,0.577350269
5/24/2017,8,22,0.577350269
3/11/2017,3,4,0.577350269
7/5/2017,1,17,0.577350269
1/14/2017,22,21,0.577350269
5/16/2017,7,6,0.577350269
5/28/2017,22,7,0.577350269
6/22/2017,8,6,0.577350269
6/9/2017,22,22,0.577350269
7/6/2017,4,48,0.577350269
4/28/2017,3,9,0.577350269
3/20/2017,8,69,0.577350269
7/26/2017,28,7,0.577350269
5/2/2017,8,21,0.577350269
2/23/2017,7,4,0.577350269
1/25/2017,7,5,0.577350269
6/21/2017,3,16,0.577350269
6/21/2017,22,50,0.577350269
6/8/2017,7,22,0.577350269
6/7/2017,8,16,0.577350269
5/30/2017,8,1,0.577350269
12/29/2016,22,21,0.577350269
3/10/2017,3,10,0.577350269
4/13/2017,22,48,0.577350269
7/9/2017,23,82,0.577350269
7/7/2017,28,20,0.577350269
4/30/2017,7,20,0.577350269
5/13/2017,8,6,0.577350269
7/16/2016,1,15,0.577350269
7/31/2017,28,20,0.577350269
6/21/2017,8,6,0.577350269
6/21/2017,3,2,0.577350269
7/24/2017,30,20,0.577350269
3/18/2017,22,21,0.577350269
7/17/2017,60,20,0.577350269
5/12/2017,8,1,0.577350269
7/9/2017,8,44,0.577350269
7/26/2017,28,22,0.577350269
11/27/2016,3,8,0.577350269
7/1/2017,8,6,0.577350269
8/18/2017,9,22,0.577350269
1/21/2017,3,4,0.577350269
7/13/2017,1,20,0.577350269
3/2/2017,3,37,0.577350269
4/5/2017,30,48,0.577350269
3/26/2017,15,37,0.577350269
5/15/2017,22,17,0.577350269
5/12/2017,3,16,0.577350269
11/13/2016,3,9,0.577350269
6/17/2017,7,16,0.577350269
5/25/2017,9,20,0.577350269
7/9/2017,22,49,0.577350269
5/11/2017,9,22,0.577350269
4/12/2017,3,9,0.577350269
8/13/2017,7,20,0.577350269
4/20/2017,9,35,0.577350269
4/1/2017,8,21,0.577350269
5/25/2017,8,16,0.577350269
3/3/2017,3,4,0.577350269
3/21/2017,8,69,0.577350269
6/7/2017,30,21,0.577350269
7/2/2017,30,20,0.577350269
5/31/2017,4,6,0.577350269
7/25/2017,30,20,0.577350269
7/24/2017,8,22,0.577350269
6/25/2017,57,17,0.577350269
5/11/2017,9,82,0.577350269
3/23/2017,8,2,0.577350269
12/16/2016,1,2,0.577350269
4/16/2017,8,21,0.577350269
7/1/2017,28,22,0.577350269
8/21/2016,1,33,0.577350269
8/1/2017,3,20,0.577350269
7/28/2017,28,20,0.577350269
3/12/2017,8,2,0.577350269
6/21/2017,7,17,0.577350269
7/4/2017,9,16,0.577350269
7/25/2017,30,42,0.577350269
4/21/2017,22,48,0.577350269
7/30/2017,3,20,0.577350269
3/8/2017,7,30,0.577350269
12/14/2016,1,5,0.577350269
6/7/2017,8,22,0.577350269
2/10/2017,1,2,0.577350269
5/30/2017,3,16,0.577350269
9/5/2016,1,17,0.577350269
7/20/2017,30,42,0.577350269
7/1/2017,3,82,0.577350269
5/9/2017,7,17,0.577350269
6/6/2017,57,17,0.577350269
6/21/2017,57,17,0.577350269
3/28/2017,9,20,0.577350269
8/1/2017,1,17,0.577350269
8/19/2017,8,2,0.577350269
3/17/2017,29,48,0.577350269
6/3/2017,9,50,0.577350269
3/30/2017,30,48,0.577350269
7/3/2017,29,22,0.577350269
2/17/2017,9,30,0.577350269
4/21/2017,8,35,0.577350269
8/9/2017,9,16,0.577350269
7/16/2017,30,16,0.577350269
9/10/2016,4,17,0.577350269
3/2/2017,12,4,0.577350269
7/21/2017,30,2,0.577350269
5/4/2017,8,82,0.577350269
8/1/2017,9,50,0.577350269
8/2/2017,9,42,0.577350269
7/30/2017,28,2,0.577350269
4/30/2017,12,37,0.577350269
8/5/2017,8,42,0.577350269
5/19/2017,15,38,0.577350269
12/15/2016,1,5,0.577350269
6/15/2017,9,16,0.577350269
7/28/2017,9,50,0.577350269
1/5/2017,4,30,0.577350269
8/12/2017,1,17,0.577350269
7/8/2017,9,16,0.577350269
6/30/2017,28,22,0.577350269
8/10/2016,1,2,0.577350269
3/23/2017,8,30,0.577350269
7/2/2017,28,22,0.577350269
2/19/2017,15,37,0.577350269
7/16/2017,1,17,0.577350269
6/8/2017,9,50,0.577350269
7/26/2017,1,17,0.577350269
5/21/2016,12,38,0.577350269
7/5/2017,28,22,0.577350269
3/30/2017,30,43,0.577350269
7/21/2017,28,20,0.577350269
11/4/2016,3,3,0.577350269
12/3/2016,17,5,0.577350269
6/3/2017,8,1,0.577350269
3/2/2017,7,30,0.577350269
2/22/2017,22,72,0.577350269
5/8/2017,15,38,0.577350269
7/29/2017,9,22,0.577350269
6/24/2017,1,6,0.577350269
7/23/2017,9,22,0.577350269
6/23/2017,1,16,0.577350269
4/23/2017,23,17,0.577350269
6/4/2017,7,17,0.577350269
12/6/2016,3,63,0.577350269
6/4/2017,57,17,0.577350269
8/17/2017,3,14,0.577350269
8/9/2017,7,17,0.577350269
2/16/2017,3,37,0.577350269
8/3/2017,1,2,0.577350269
7/30/2017,30,45,0.577350269
7/11/2017,23,82,0.577350269
7/26/2017,30,7,0.577350269
8/5/2016,3,6,0.577350269
6/1/2017,8,20,0.577350269
7/4/2017,9,50,0.577350269
7/14/2017,28,20,0.577350269
7/25/2017,7,82,0.577350269
6/1/2017,9,21,0.577350269
4/28/2017,18,21,0.577350269
6/20/2017,3,16,0.577350269
7/17/2017,8,42,0.577350269
8/11/2017,28,50,0.577350269
8/5/2017,9,7,0.577350269
7/22/2017,30,16,0.577350269
6/24/2017,57,17,0.577350269
1/20/2017,22,2,0.577350269
5/21/2017,1,21,0.577350269
7/15/2017,8,20,0.577350269
6/5/2016,7,17,0.577350269
6/11/2017,8,20,0.577350269
6/24/2017,30,29,0.577350269
3/16/2017,28,48,0.577350269
5/21/2017,9,17,0.577350269
3/10/2017,7,30,0.577350269
7/23/2017,22,46,0.577350269
6/10/2017,57,17,0.577350269
6/22/2017,8,81,0.577350269
7/23/2017,1,41,0.577350269
4/11/2017,7,35,0.577350269
7/18/2017,9,22,0.577350269
8/1/2017,8,22,0.577350269
8/5/2017,8,18,0.577350269
7/23/2017,28,22,0.577350269
1/29/2017,7,5,0.577350269
2/21/2017,4,70,0.577350269
7/21/2017,69,17,0.577350269
8/23/2016,1,16,0.577350269
4/10/2017,3,17,0.577350269
3/4/2017,15,37,0.577350269
6/6/2016,3,2,0.577350269
11/9/2016,1,2,0.577350269
5/29/2017,30,16,0.577350269
7/28/2017,9,16,0.577350269
7/24/2017,63,22,0.577350269
7/30/2016,3,2,0.577350269
5/29/2017,30,21,0.577350269
3/3/2017,15,37,0.577350269
7/17/2017,12,37,0.577350269
6/2/2017,4,1,0.577350269
7/8/2017,22,24,0.577350269
2/24/2017,7,30,0.577350269
8/12/2017,3,42,0.577350269
10/19/2016,1,4,0.577350269
8/18/2017,8,5,0.577350269
7/24/2017,8,2,0.577350269
7/7/2017,23,82,0.577350269
6/12/2017,9,50,0.577350269
4/2/2017,30,48,0.577350269
6/9/2017,30,39,0.577350269
7/19/2017,1,46,0.577350269
6/16/2017,3,17,0.577350269
7/29/2017,3,16,0.577350269
8/7/2016,3,2,0.577350269
4/25/2017,9,5,0.577350269
6/12/2017,22,50,0.577350269
3/5/2017,7,30,0.577350269
5/20/2017,14,38,0.575108685
7/12/2017,30,22,0.573730483
10/4/2016,12,2,0.573730483
7/4/2017,22,22,0.572376082
2/4/2017,3,2,0.571771875
11/21/2016,1,2,0.571771875
2/4/2017,4,3,0.570087713
3/4/2017,22,6,0.570087713
5/9/2017,22,6,0.570087713
5/21/2017,4,82,0.570087713
8/10/2017,30,22,0.567646212
7/31/2017,8,20,0.567646212
3/28/2017,4,21,0.567646212
6/2/2017,30,22,0.567646212
10/15/2016,3,5,0.567646212
12/18/2016,1,4,0.56694671
3/27/2017,4,21,0.56694671
5/18/2017,4,6,0.56694671
12/12/2016,3,3,0.565194165
6/7/2017,9,16,0.562995813
7/1/2017,22,1,0.559821202
7/15/2017,4,33,0.554338946
2/6/2017,1,2,0.554338946
1/11/2016,3,2,0.553667426
7/16/2017,30,2,0.547722558
8/8/2017,1,17,0.547722558
8/17/2017,28,22,0.547722558
4/25/2017,30,22,0.547722558
8/12/2017,8,16,0.547722558
7/21/2017,30,42,0.547722558
7/31/2017,30,20,0.547722558
6/24/2017,28,22,0.547722558
7/4/2017,57,17,0.547722558
9/1/2016,1,5,0.547722558
7/20/2017,30,20,0.547722558
1/13/2017,3,4,0.547722558
4/6/2017,12,37,0.547722558
5/15/2017,9,21,0.547722558
7/28/2017,30,20,0.547722558
8/2/2017,30,50,0.547722558
6/10/2017,8,6,0.547722558
6/20/2017,8,22,0.547722558
5/10/2017,22,22,0.547722558
3/12/2017,9,2,0.547722558
4/30/2017,1,17,0.547722558
6/17/2017,23,82,0.547722558
6/22/2017,7,2,0.547722558
8/20/2017,8,20,0.547722558
8/8/2017,9,42,0.547722558
7/30/2017,3,18,0.547722558
5/24/2016,7,17,0.547722558
7/2/2017,3,2,0.547722558
7/10/2017,7,16,0.547722558
6/16/2017,30,16,0.547722558
6/20/2017,9,82,0.547722558
6/16/2017,12,21,0.547722558
4/3/2017,28,82,0.547722558
3/18/2017,15,37,0.547722558
12/17/2015,3,2,0.547722558
